canal,store,date,categorie,sousCat,nomArticle,new-Rework,quantite,instock,delivre,enCours,vente,remplacement
Boutique,boutique Kairouan,2022-11-01,mbb,airbox,Airbox 150 Go,rework,11,0,0,0,0,1
Boutique,boutique Kairouan,2022-12-01,smartphone,samsung,SAMSUNG GALAXY A55,new,4,1,1,0,0,0
Boutique,boutique Kairouan,2022-12-01,smartphone,samsung,SAMSUNG GALAXY A35,new,10,1,0,1,0,0
Boutique,boutique Kairouan,2022-12-01,smartphone,samsung,SAMSUNG GALAXY S24,new,8,1,1,0,0,0
Boutique,boutique Kairouan,2022-12-01,smartphone,xiaomi,XIAOMI REDMI A3,new,9,0,0,0,0,0
Boutique,boutique Kairouan,2022-12-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,10,0,1,0,1,0
Franchise,store G,2022-12-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,10,1,1,0,0,0
Boutique,boutique Kairouan,2022-12-01,smartphone,oppo,OPPO A38,new,6,0,0,0,0,0
Boutique,boutique Kairouan,2022-12-01,smartphone,oppo,OPPO RENO 11F,new,12,0,1,1,1,0
Boutique,boutique Kairouan,2022-12-01,smartphone,oppo,OPPO A18,new,9,1,1,1,0,0
Franchise,store D,2022-12-01,smartphone,infinix,INFINIX HOT 40,new,10,0,1,0,1,0
Boutique,boutique Kairouan,2022-12-01,smartphone,infinix,INFINIX SMART 7,new,12,1,1,1,0,0
Boutique,boutique Kairouan,2022-12-01,mbb,flybox,Flybox 42 Go,rework,20,0,0,1,0,1
Boutique,boutique Kairouan,2022-12-01,mbb,flybox,Flybox 55 Go,rework,14,1,0,1,0,1
Boutique,boutique Kairouan,2022-12-01,mbb,flybox,Flybox 75 Go,rework,10,1,1,1,0,0
Boutique,boutique Kairouan,2022-12-01,mbb,fixbox,Fixbox Premium,rework,18,0,1,0,1,0
Boutique,boutique Kairouan,2022-12-01,mbb,airbox,Airbox 55 Go,rework,19,1,0,1,0,0
Boutique,boutique Kairouan,2022-12-01,mbb,airbox,Airbox 100 Go,rework,14,0,0,1,0,0
Boutique,boutique Kairouan,2022-12-01,mbb,airbox,Airbox 150 Go,new,12,0,0,0,0,1
Boutique,boutique Kairouan,2023-01-01,smartphone,samsung,SAMSUNG GALAXY A55,new,7,1,0,0,0,0
Boutique,boutique Kairouan,2023-01-01,smartphone,samsung,SAMSUNG GALAXY A35,new,4,1,0,0,0,0
Boutique,boutique Kairouan,2023-01-01,smartphone,samsung,SAMSUNG GALAXY S24,new,8,1,0,1,0,0
Boutique,boutique Kairouan,2023-01-01,smartphone,xiaomi,XIAOMI REDMI A3,new,3,0,0,0,0,0
Boutique,boutique Kairouan,2023-01-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,10,1,1,1,0,0
Boutique,boutique Kairouan,2023-01-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,3,1,0,0,0,0
Boutique,boutique Kairouan,2023-01-01,smartphone,oppo,OPPO A38,new,8,1,1,0,0,0
Boutique,boutique Kairouan,2023-01-01,smartphone,oppo,OPPO RENO 11F,new,11,1,0,0,0,0
Franchise,store F,2023-01-01,smartphone,oppo,OPPO A18,new,4,0,1,1,1,0
Franchise,store E,2023-01-01,smartphone,infinix,INFINIX HOT 40,new,10,1,0,0,0,0
Franchise,store B,2023-01-01,smartphone,infinix,INFINIX SMART 7,new,7,1,1,0,0,0
Boutique,boutique Kairouan,2023-01-01,mbb,flybox,Flybox 42 Go,rework,14,0,1,0,1,0
Boutique,boutique Kairouan,2023-01-01,mbb,flybox,Flybox 55 Go,new,18,0,1,0,1,0
Boutique,boutique Kairouan,2023-01-01,mbb,flybox,Flybox 75 Go,new,15,1,0,1,0,1
Boutique,boutique Kairouan,2023-01-01,mbb,fixbox,Fixbox Premium,rework,14,0,1,1,1,0
Boutique,boutique Kairouan,2023-01-01,mbb,airbox,Airbox 55 Go,rework,17,1,1,1,0,1
Franchise,store C,2023-01-01,mbb,airbox,Airbox 100 Go,rework,13,1,0,0,0,0
Boutique,boutique Kairouan,2023-01-01,mbb,airbox,Airbox 150 Go,rework,16,1,1,1,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,samsung,SAMSUNG GALAXY A55,new,9,0,0,0,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,samsung,SAMSUNG GALAXY A35,new,7,1,1,0,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,samsung,SAMSUNG GALAXY S24,new,8,1,1,0,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,xiaomi,XIAOMI REDMI A3,new,11,0,0,0,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,5,0,1,0,0,0
Franchise,store E,2023-02-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,10,0,0,1,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,oppo,OPPO A38,new,11,1,1,1,0,0
Franchise,store E,2023-02-01,smartphone,oppo,OPPO RENO 11F,new,3,1,0,1,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,oppo,OPPO A18,new,11,0,0,1,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,infinix,INFINIX HOT 40,new,6,0,1,1,0,0
Boutique,boutique Kairouan,2023-02-01,smartphone,infinix,INFINIX SMART 7,new,10,0,0,0,0,0
Boutique,boutique Kairouan,2023-02-01,mbb,flybox,Flybox 42 Go,rework,11,0,0,0,0,1
Boutique,boutique Kairouan,2023-02-01,mbb,flybox,Flybox 55 Go,rework,16,0,1,1,1,0
Boutique,boutique Kairouan,2023-02-01,mbb,flybox,Flybox 75 Go,new,20,1,1,0,0,1
Boutique,boutique Kairouan,2023-02-01,mbb,fixbox,Fixbox Premium,new,11,0,0,0,0,1
Boutique,boutique Kairouan,2023-02-01,mbb,airbox,Airbox 55 Go,rework,17,1,0,1,0,1
Franchise,store F,2023-02-01,mbb,airbox,Airbox 100 Go,new,10,0,1,0,0,0
Boutique,boutique Kairouan,2023-02-01,mbb,airbox,Airbox 150 Go,new,17,0,1,1,1,0
Boutique,boutique Kairouan,2023-03-01,smartphone,samsung,SAMSUNG GALAXY A55,new,6,1,1,0,0,0
Boutique,boutique Kairouan,2023-03-01,smartphone,samsung,SAMSUNG GALAXY A35,new,11,0,1,1,0,0
Franchise,store B,2023-03-01,smartphone,samsung,SAMSUNG GALAXY S24,new,8,0,0,1,0,0
Boutique,boutique Kairouan,2023-03-01,smartphone,xiaomi,XIAOMI REDMI A3,new,4,1,1,0,0,0
Franchise,store A,2023-03-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,3,1,0,1,0,0
Boutique,boutique Kairouan,2023-03-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,6,1,0,1,0,0
Boutique,boutique Kairouan,2023-03-01,smartphone,oppo,OPPO A38,new,6,0,1,0,0,0
Franchise,store D,2023-03-01,smartphone,oppo,OPPO RENO 11F,new,10,1,1,1,0,0
Boutique,boutique Kairouan,2023-03-01,smartphone,oppo,OPPO A18,new,6,0,0,0,0,0
Boutique,boutique Kairouan,2023-03-01,smartphone,infinix,INFINIX HOT 40,new,7,0,1,1,0,0
Franchise,store B,2023-03-01,smartphone,infinix,INFINIX SMART 7,new,12,1,1,1,0,0
Boutique,boutique Kairouan,2023-03-01,mbb,flybox,Flybox 42 Go,new,15,0,1,0,1,0
Boutique,boutique Kairouan,2023-03-01,mbb,flybox,Flybox 55 Go,new,18,0,1,0,1,0
Franchise,store H,2023-03-01,mbb,flybox,Flybox 75 Go,new,16,0,0,1,0,1
Boutique,boutique Kairouan,2023-03-01,mbb,fixbox,Fixbox Premium,new,10,1,0,1,0,1
Boutique,boutique Kairouan,2023-03-01,mbb,airbox,Airbox 55 Go,rework,17,1,0,0,0,1
Boutique,boutique Kairouan,2023-03-01,mbb,airbox,Airbox 100 Go,new,16,1,0,1,0,1
Franchise,store B,2023-03-01,mbb,airbox,Airbox 150 Go,new,19,1,0,0,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,samsung,SAMSUNG GALAXY A55,new,9,1,0,1,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,samsung,SAMSUNG GALAXY A35,new,4,0,0,0,0,0
Franchise,store A,2023-04-01,smartphone,samsung,SAMSUNG GALAXY S24,new,9,1,0,1,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,xiaomi,XIAOMI REDMI A3,new,3,1,0,0,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,6,0,0,0,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,9,0,0,0,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,oppo,OPPO A38,new,12,0,1,0,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,oppo,OPPO RENO 11F,new,5,1,0,0,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,oppo,OPPO A18,new,10,1,0,0,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,infinix,INFINIX HOT 40,new,10,0,0,1,0,0
Boutique,boutique Kairouan,2023-04-01,smartphone,infinix,INFINIX SMART 7,new,4,1,1,1,0,0
Boutique,boutique Kairouan,2023-04-01,mbb,flybox,Flybox 42 Go,new,19,1,0,1,0,0
Boutique,boutique Kairouan,2023-04-01,mbb,flybox,Flybox 55 Go,new,12,1,1,1,0,0
Boutique,boutique Kairouan,2023-04-01,mbb,flybox,Flybox 75 Go,new,12,1,1,1,0,0
Boutique,boutique Kairouan,2023-04-01,mbb,fixbox,Fixbox Premium,rework,16,0,0,1,0,0
Boutique,boutique Kairouan,2023-04-01,mbb,airbox,Airbox 55 Go,rework,12,1,0,1,0,1
Boutique,boutique Kairouan,2023-04-01,mbb,airbox,Airbox 100 Go,rework,20,1,1,0,0,0
Boutique,boutique Kairouan,2023-04-01,mbb,airbox,Airbox 150 Go,new,20,1,1,1,0,0
Boutique,boutique Kairouan,2023-05-01,smartphone,samsung,SAMSUNG GALAXY A55,new,9,1,1,1,0,0
Boutique,boutique Kairouan,2023-05-01,smartphone,samsung,SAMSUNG GALAXY A35,new,6,0,1,0,0,0
Franchise,store H,2023-05-01,smartphone,samsung,SAMSUNG GALAXY S24,new,5,1,0,1,0,0
Boutique,boutique Kairouan,2023-05-01,smartphone,xiaomi,XIAOMI REDMI A3,new,3,1,0,1,0,0
Boutique,boutique Kairouan,2023-05-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,3,1,0,1,0,0
Boutique,boutique Kairouan,2023-05-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,8,0,0,1,0,0
Franchise,store C,2023-05-01,smartphone,oppo,OPPO A38,new,5,0,0,0,0,0
Franchise,store E,2023-05-01,smartphone,oppo,OPPO RENO 11F,new,3,1,0,0,0,0
Boutique,boutique Kairouan,2023-05-01,smartphone,oppo,OPPO A18,new,9,1,0,1,0,0
Boutique,boutique Kairouan,2023-05-01,smartphone,infinix,INFINIX HOT 40,new,3,1,1,0,0,0
Boutique,boutique Kairouan,2023-05-01,smartphone,infinix,INFINIX SMART 7,new,10,1,1,1,0,0
Boutique,boutique Kairouan,2023-05-01,mbb,flybox,Flybox 42 Go,new,10,1,1,1,0,0
Boutique,boutique Kairouan,2023-05-01,mbb,flybox,Flybox 55 Go,new,10,1,0,0,0,1
Boutique,boutique Kairouan,2023-05-01,mbb,flybox,Flybox 75 Go,new,10,1,0,1,0,1
Boutique,boutique Kairouan,2023-05-01,mbb,fixbox,Fixbox Premium,rework,13,0,0,0,0,0
Boutique,boutique Kairouan,2023-05-01,mbb,airbox,Airbox 55 Go,rework,16,0,1,0,1,0
Boutique,boutique Kairouan,2023-05-01,mbb,airbox,Airbox 100 Go,new,15,0,1,1,0,1
Boutique,boutique Kairouan,2023-05-01,mbb,airbox,Airbox 150 Go,new,20,0,1,0,0,1
Boutique,boutique Kairouan,2023-06-01,smartphone,samsung,SAMSUNG GALAXY A55,new,5,0,0,1,0,0
Boutique,boutique Kairouan,2023-06-01,smartphone,samsung,SAMSUNG GALAXY A35,new,5,0,0,1,0,0
Boutique,boutique Kairouan,2023-06-01,smartphone,samsung,SAMSUNG GALAXY S24,new,9,1,1,1,0,0
Boutique,boutique Kairouan,2023-06-01,smartphone,xiaomi,XIAOMI REDMI A3,new,8,1,1,1,0,0
Boutique,boutique Kairouan,2023-06-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,7,1,0,1,0,0
Boutique,boutique Kairouan,2023-06-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,12,0,1,0,1,0
Boutique,boutique Kairouan,2023-06-01,smartphone,oppo,OPPO A38,new,3,0,1,0,0,0
Boutique,boutique Kairouan,2023-06-01,smartphone,oppo,OPPO RENO 11F,new,3,0,0,0,0,0
Boutique,boutique Kairouan,2023-06-01,smartphone,oppo,OPPO A18,new,7,0,1,0,1,0
Boutique,boutique Kairouan,2023-06-01,smartphone,infinix,INFINIX HOT 40,new,4,0,0,1,0,0
Boutique,boutique Kairouan,2023-06-01,smartphone,infinix,INFINIX SMART 7,new,9,0,0,0,0,0
Boutique,boutique Kairouan,2023-06-01,mbb,flybox,Flybox 42 Go,rework,11,1,1,0,0,0
Boutique,boutique Kairouan,2023-06-01,mbb,flybox,Flybox 55 Go,new,17,1,0,0,0,1
Boutique,boutique Kairouan,2023-06-01,mbb,flybox,Flybox 75 Go,new,15,1,1,0,0,1
Boutique,boutique Kairouan,2023-06-01,mbb,fixbox,Fixbox Premium,rework,18,1,1,1,0,1
Boutique,boutique Kairouan,2023-06-01,mbb,airbox,Airbox 55 Go,rework,19,1,1,1,0,0
Boutique,boutique Kairouan,2023-06-01,mbb,airbox,Airbox 100 Go,rework,16,0,1,0,0,1
Boutique,boutique Kairouan,2023-06-01,mbb,airbox,Airbox 150 Go,rework,11,1,0,0,0,0
Boutique,boutique Kairouan,2023-07-01,smartphone,samsung,SAMSUNG GALAXY A55,new,10,1,0,0,0,0
Franchise,store B,2023-07-01,smartphone,samsung,SAMSUNG GALAXY A35,new,11,1,1,0,0,0
Franchise,store B,2023-07-01,smartphone,samsung,SAMSUNG GALAXY S24,new,5,0,1,1,0,0
Boutique,boutique Kairouan,2023-07-01,smartphone,xiaomi,XIAOMI REDMI A3,new,4,0,0,0,0,0
Boutique,boutique Kairouan,2023-07-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,9,1,1,0,0,0
Boutique,boutique Kairouan,2023-07-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,10,1,0,1,0,0
Boutique,boutique Kairouan,2023-07-01,smartphone,oppo,OPPO A38,new,5,0,0,0,0,0
Boutique,boutique Kairouan,2023-07-01,smartphone,oppo,OPPO RENO 11F,new,6,1,1,0,0,0
Boutique,boutique Kairouan,2023-07-01,smartphone,oppo,OPPO A18,new,10,1,0,1,0,0
Boutique,boutique Kairouan,2023-07-01,smartphone,infinix,INFINIX HOT 40,new,9,1,0,0,0,0
Franchise,store C,2023-07-01,smartphone,infinix,INFINIX SMART 7,new,12,1,0,1,0,0
Boutique,boutique Kairouan,2023-07-01,mbb,flybox,Flybox 42 Go,new,16,1,0,1,0,0
Boutique,boutique Kairouan,2023-07-01,mbb,flybox,Flybox 55 Go,new,16,0,0,0,0,0
Boutique,boutique Kairouan,2023-07-01,mbb,flybox,Flybox 75 Go,rework,14,1,1,0,0,1
Franchise,store D,2023-07-01,mbb,fixbox,Fixbox Premium,new,12,0,1,0,0,0
Boutique,boutique Kairouan,2023-07-01,mbb,airbox,Airbox 55 Go,new,13,1,1,1,0,0
Boutique,boutique Kairouan,2023-07-01,mbb,airbox,Airbox 100 Go,new,14,0,1,1,0,1
Boutique,boutique Kairouan,2023-07-01,mbb,airbox,Airbox 150 Go,new,15,1,1,0,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,samsung,SAMSUNG GALAXY A55,new,12,0,1,0,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,samsung,SAMSUNG GALAXY A35,new,11,1,1,1,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,samsung,SAMSUNG GALAXY S24,new,6,0,0,1,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,xiaomi,XIAOMI REDMI A3,new,8,1,1,0,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,10,1,1,1,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,9,1,0,0,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,oppo,OPPO A38,new,11,0,1,1,1,0
Boutique,boutique Kairouan,2023-08-01,smartphone,oppo,OPPO RENO 11F,new,3,1,1,0,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,oppo,OPPO A18,new,4,1,1,0,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,infinix,INFINIX HOT 40,new,6,1,1,0,0,0
Boutique,boutique Kairouan,2023-08-01,smartphone,infinix,INFINIX SMART 7,new,5,1,0,1,0,0
Boutique,boutique Kairouan,2023-08-01,mbb,flybox,Flybox 42 Go,new,11,0,1,0,1,0
Boutique,boutique Kairouan,2023-08-01,mbb,flybox,Flybox 55 Go,rework,14,0,1,0,0,0
Boutique,boutique Kairouan,2023-08-01,mbb,flybox,Flybox 75 Go,new,20,1,1,1,0,1
Boutique,boutique Kairouan,2023-08-01,mbb,fixbox,Fixbox Premium,new,12,0,1,0,0,1
Boutique,boutique Kairouan,2023-08-01,mbb,airbox,Airbox 55 Go,rework,18,0,1,0,1,0
Boutique,boutique Kairouan,2023-08-01,mbb,airbox,Airbox 100 Go,new,18,1,0,1,0,0
Franchise,store H,2023-08-01,mbb,airbox,Airbox 150 Go,rework,11,1,0,0,0,1
Boutique,boutique Kairouan,2023-09-01,smartphone,samsung,SAMSUNG GALAXY A55,new,6,1,0,1,0,0
Franchise,store A,2023-09-01,smartphone,samsung,SAMSUNG GALAXY A35,new,12,1,1,0,0,0
Boutique,boutique Kairouan,2023-09-01,smartphone,samsung,SAMSUNG GALAXY S24,new,3,0,0,0,0,0
Franchise,store E,2023-09-01,smartphone,xiaomi,XIAOMI REDMI A3,new,11,0,0,0,0,0
Franchise,store G,2023-09-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,12,1,0,1,0,0
Boutique,boutique Kairouan,2023-09-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,7,1,1,1,0,0
Boutique,boutique Kairouan,2023-09-01,smartphone,oppo,OPPO A38,new,7,1,0,0,0,0
Boutique,boutique Kairouan,2023-09-01,smartphone,oppo,OPPO RENO 11F,new,6,1,0,1,0,0
Boutique,boutique Kairouan,2023-09-01,smartphone,oppo,OPPO A18,new,7,1,0,1,0,0
Boutique,boutique Kairouan,2023-09-01,smartphone,infinix,INFINIX HOT 40,new,4,1,1,0,0,0
Boutique,boutique Kairouan,2023-09-01,smartphone,infinix,INFINIX SMART 7,new,5,1,0,1,0,0
Boutique,boutique Kairouan,2023-09-01,mbb,flybox,Flybox 42 Go,rework,14,0,1,1,1,0
Boutique,boutique Kairouan,2023-09-01,mbb,flybox,Flybox 55 Go,new,14,0,0,1,0,0
Boutique,boutique Kairouan,2023-09-01,mbb,flybox,Flybox 75 Go,new,15,1,1,0,0,1
Boutique,boutique Kairouan,2023-09-01,mbb,fixbox,Fixbox Premium,new,20,0,0,0,0,0
Boutique,boutique Kairouan,2023-09-01,mbb,airbox,Airbox 55 Go,rework,20,1,0,0,0,0
Boutique,boutique Kairouan,2023-09-01,mbb,airbox,Airbox 100 Go,rework,16,1,0,1,0,0
Boutique,boutique Kairouan,2023-09-01,mbb,airbox,Airbox 150 Go,new,19,0,1,1,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,samsung,SAMSUNG GALAXY A55,new,5,1,0,0,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,samsung,SAMSUNG GALAXY A35,new,4,1,1,0,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,samsung,SAMSUNG GALAXY S24,new,7,1,0,0,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,xiaomi,XIAOMI REDMI A3,new,8,0,0,0,0,0
Franchise,store B,2023-10-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,7,1,0,1,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,12,0,0,1,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,oppo,OPPO A38,new,3,0,1,0,0,0
Franchise,store F,2023-10-01,smartphone,oppo,OPPO RENO 11F,new,11,1,1,1,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,oppo,OPPO A18,new,12,1,0,1,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,infinix,INFINIX HOT 40,new,8,1,1,0,0,0
Boutique,boutique Kairouan,2023-10-01,smartphone,infinix,INFINIX SMART 7,new,6,1,1,1,0,0
Boutique,boutique Kairouan,2023-10-01,mbb,flybox,Flybox 42 Go,new,14,1,1,1,0,1
Franchise,store B,2023-10-01,mbb,flybox,Flybox 55 Go,new,17,1,0,0,0,0
Boutique,boutique Kairouan,2023-10-01,mbb,flybox,Flybox 75 Go,new,17,1,0,0,0,0
Franchise,store H,2023-10-01,mbb,fixbox,Fixbox Premium,new,12,0,1,1,1,0
Boutique,boutique Kairouan,2023-10-01,mbb,airbox,Airbox 55 Go,rework,16,0,1,1,0,0
Boutique,boutique Kairouan,2023-10-01,mbb,airbox,Airbox 100 Go,new,10,0,1,0,1,0
Franchise,store E,2023-10-01,mbb,airbox,Airbox 150 Go,new,12,0,1,0,0,0
Franchise,store F,2023-11-01,smartphone,samsung,SAMSUNG GALAXY A55,new,10,0,1,0,1,0
Franchise,store D,2023-11-01,smartphone,samsung,SAMSUNG GALAXY A35,new,10,1,1,0,0,0
Boutique,boutique Kairouan,2023-11-01,smartphone,samsung,SAMSUNG GALAXY S24,new,12,1,1,0,0,0
Boutique,boutique Kairouan,2023-11-01,smartphone,xiaomi,XIAOMI REDMI A3,new,4,0,0,0,0,0
Boutique,boutique Kairouan,2023-11-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,5,1,0,1,0,0
Boutique,boutique Kairouan,2023-11-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,11,1,1,1,0,0
Boutique,boutique Kairouan,2023-11-01,smartphone,oppo,OPPO A38,new,11,0,0,0,0,0
Boutique,boutique Kairouan,2023-11-01,smartphone,oppo,OPPO RENO 11F,new,3,0,0,0,0,0
Boutique,boutique Kairouan,2023-11-01,smartphone,oppo,OPPO A18,new,4,0,0,0,0,0
Franchise,store D,2023-11-01,smartphone,infinix,INFINIX HOT 40,new,4,0,1,0,0,0
Boutique,boutique Kairouan,2023-11-01,smartphone,infinix,INFINIX SMART 7,new,4,1,0,1,0,0
Franchise,store D,2023-11-01,mbb,flybox,Flybox 42 Go,rework,11,0,0,1,0,1
Franchise,store F,2023-11-01,mbb,flybox,Flybox 55 Go,rework,11,0,1,0,0,0
Boutique,boutique Kairouan,2023-11-01,mbb,flybox,Flybox 75 Go,new,18,0,0,1,0,1
Boutique,boutique Kairouan,2023-11-01,mbb,fixbox,Fixbox Premium,new,14,1,0,1,0,0
Franchise,store H,2023-11-01,mbb,airbox,Airbox 55 Go,rework,14,0,1,0,1,0
Boutique,boutique Kairouan,2023-11-01,mbb,airbox,Airbox 100 Go,rework,11,0,0,0,0,0
Boutique,boutique Kairouan,2023-11-01,mbb,airbox,Airbox 150 Go,new,17,1,1,0,0,0
Boutique,boutique Kairouan,2023-12-01,smartphone,samsung,SAMSUNG GALAXY A55,new,5,0,0,0,0,0
Boutique,boutique Kairouan,2023-12-01,smartphone,samsung,SAMSUNG GALAXY A35,new,8,1,0,0,0,0
Boutique,boutique Kairouan,2023-12-01,smartphone,samsung,SAMSUNG GALAXY S24,new,3,0,1,1,0,0
Boutique,boutique Kairouan,2023-12-01,smartphone,xiaomi,XIAOMI REDMI A3,new,10,1,0,0,0,0
Boutique,boutique Kairouan,2023-12-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,4,1,1,0,0,0
Boutique,boutique Kairouan,2023-12-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,12,0,1,1,0,0
Boutique,boutique Kairouan,2023-12-01,smartphone,oppo,OPPO A38,new,5,0,1,0,1,0
Boutique,boutique Kairouan,2023-12-01,smartphone,oppo,OPPO RENO 11F,new,6,0,1,0,1,0
Franchise,store H,2023-12-01,smartphone,oppo,OPPO A18,new,5,1,0,1,0,0
Franchise,store A,2023-12-01,smartphone,infinix,INFINIX HOT 40,new,11,1,1,0,0,0
Boutique,boutique Kairouan,2023-12-01,smartphone,infinix,INFINIX SMART 7,new,6,0,0,1,0,0
Boutique,boutique Kairouan,2023-12-01,mbb,flybox,Flybox 42 Go,new,11,1,1,0,0,0
Boutique,boutique Kairouan,2023-12-01,mbb,flybox,Flybox 55 Go,new,10,0,1,0,1,0
Franchise,store F,2023-12-01,mbb,flybox,Flybox 75 Go,rework,14,1,1,0,0,1
Boutique,boutique Kairouan,2023-12-01,mbb,fixbox,Fixbox Premium,rework,16,1,1,1,0,1
Boutique,boutique Kairouan,2023-12-01,mbb,airbox,Airbox 55 Go,new,12,1,0,0,0,1
Boutique,boutique Kairouan,2023-12-01,mbb,airbox,Airbox 100 Go,rework,19,0,0,0,0,1
Boutique,boutique Kairouan,2023-12-01,mbb,airbox,Airbox 150 Go,new,18,0,0,0,0,1
Boutique,boutique Kairouan,2024-01-01,smartphone,samsung,SAMSUNG GALAXY A55,new,12,0,0,1,0,0
Boutique,boutique Kairouan,2024-01-01,smartphone,samsung,SAMSUNG GALAXY A35,new,11,1,1,1,0,0
Boutique,boutique Kairouan,2024-01-01,smartphone,samsung,SAMSUNG GALAXY S24,new,4,0,1,1,0,0
Boutique,boutique Kairouan,2024-01-01,smartphone,xiaomi,XIAOMI REDMI A3,new,5,0,1,0,1,0
Boutique,boutique Kairouan,2024-01-01,smartphone,xiaomi,XIAOMI REDMI NOTE 13,new,11,1,0,0,0,0
Boutique,boutique Kairouan,2024-01-01,smartphone,xiaomi,XIAOMI REDMI 13C,new,4,0,1,0,0,0
Franchise,store A,2024-01-01,smartphone,oppo,OPPO A38,new,10,1,1,0,0,0
Boutique,boutique Kairouan,2024-01-01,smartphone,oppo,OPPO RENO 11F,new,12,1,0,0,0,0
Boutique,boutique Kairouan,2024-01-01,smartphone,oppo,OPPO A18,new,9,1,0,0,0,0
Boutique,boutique Kairouan,2024-01-01,smartphone,infinix,INFINIX HOT 40,new,8,1,1,0,0,0
Boutique,boutique Kairouan,2024-01-01,smartphone,infinix,INFINIX SMART 7,new,3,0,0,1,0,0
Boutique,boutique Kairouan,2024-01-01,mbb,flybox,Flybox 42 Go,new,17,0,0,0,0,1
Boutique,boutique Kairouan,2024-01-01,mbb,flybox,Flybox 55 Go,new,20,0,0,1,0,0
Boutique,boutique Kairouan,2024-01-01,mbb,flybox,Flybox 75 Go,rework,13,0,0,0,0,0
Boutique,boutique Kairouan,2024-01-01,mbb,fixbox,Fixbox Premium,new,11,1,0,1,0,0
Boutique,boutique Kairouan,2024-01-01,mbb,airbox,Airbox 55 Go,rework,13,0,0,1,0,0
Boutique,boutique Kairouan,2024-01-01,mbb,airbox,Airbox 100 Go,rework,18,1,1,0,0,0
Franchise,store H,2024-01-01,mbb,airbox,Airbox 150 Go,new,20,1,1,1,0,1
Boutique,boutique Kairouan,2024-02-01,smartphone,samsung,SAMSUNG GALAXY A55,new,7,1,1,0,0,0
Boutique,boutique Kairouan,2024-02-01,smartphone,samsung,SAMSUNG GALAXY A35,new,8,0,0,0,0,0
